percentTest,angles,n,normalize,smoothingWindowSize,rotate,datasetId,c,tolerance,sd,batches,Tr,Tr(sd),Te,Te(sd)
0.1,False,128,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,97.22,0.64
0.3,False,128,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,95.68,0.88
0.5,False,128,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,94.81,0.14
0.7,False,128,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,93.45,0.64
0.85,False,128,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,86.27,0.57
0.1,False,128,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.37,0.86
0.3,False,128,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.83,0.21
0.5,False,128,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.19,0.01
0.7,False,128,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,93.58,0.35
0.85,False,128,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,87.69,1.47
